Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
7484,0,0.998019,-1.84712,-0.305024,495.593,213.64,381.561
7485,0,0.988726,-1.85499,-0.305352,485.547,209.89,360.36
7486,0,0.980983,-1.87728,-0.320397,475.281,205.297,338.56
7487,0,0.993435,-1.86153,-0.316389,465.375,201.584,315.326
7488,0,0.980346,-1.87609,-0.323253,455.381,197.318,291.781
7489,0,0.96471,-1.89784,-0.331949,444.528,193.107,268.442
7490,0,0.955547,-1.91255,-0.348966,434.543,188.639,243.503
7491,0,0.938967,-1.93612,-0.351426,424.661,184.201,218.139
7492,0,0.936173,-1.93038,-0.35553,414.007,180.292,192.066
7493,0,0.925873,-1.9341,-0.360432,403.851,176.37,165.502
7494,0,0.918568,-1.94687,-0.370346,393.495,172.043,138.198
7495,0,0.912661,-1.93675,-0.375336,383.247,168.103,109.794
7496,0,0.885267,-1.96866,-0.390459,373.107,163.689,81.6439
7497,0,0.871434,-2.12878,-0.42472,361.604,158.279,59.0035
7498,0,1.24818,-2.61989,-0.120464,343.811,155.842,56.0676
7499
7500
7501,0,1.72412,-2.8738,-0.177277,308.189,156.498,66.1643
7502,0,1.81776,-2.86154,-0.43514,301.479,158.785,77.3631
7503,0,1.82188,-2.79335,-0.717367,293.14,157.974,88.208
7504,0,1.79591,-2.51498,-0.588963,285.716,159.339,94.7403
7505,0,1.76392,-2.50626,-1.04309,278.036,158.779,103.79
7506,0,1.72666,-2.34194,-1.10681,271.325,159.889,110.812
7507,0,0.864119,1.00441,-0.268764,244.411,165.873,113.733
7508,0,0.973671,0.826529,-0.38782,239.188,165.195,119.308
7509,0,0.889739,1.26593,-0.268989,232.674,163.311,127.652
7510,0,1.73817,-1.81914,-1.40861,245.898,162.642,132.532
7511,0,1.63602,-1.63727,-1.58325,238.927,163.088,136.976
7512,0,1.71143,-1.45491,-1.49718,233.402,163.016,139.205
7513,0,1.54288,-1.27474,-1.73171,225.857,163.762,142.537
7514,0,1.57617,-1.14263,-1.68025,220.523,163.286,143.714
7515,0,1.51342,-0.953438,-1.73594,215.888,162.176,143.388
7516,0,1.41261,-0.796964,-1.82677,209.146,162.793,143.716
7517,0,1.41032,-0.610168,-1.80477,201.888,163.427,143.595
7518,0,1.31623,-0.454432,-1.85072,197.132,163.109,141.605
7519,0,1.27483,-0.321857,-1.85909,190.32,163.247,139.872
7520,0,1.22242,-0.105607,-1.84185,184.882,163.364,136.59
7521,0,1.1578,-0.00271826,-1.86865,179.416,162.782,132.862
7522,0,1.08486,0.245917,-1.80126,173.96,163.106,128.37
7523,0,1.0224,0.364664,-1.80315,168.431,162.74,123.025
7524,0,1.00819,0.491158,-1.78618,162.888,162.713,117.548
7525,0,0.961429,0.627295,-1.75776,156.823,162.529,111.184
7526,0,0.875313,0.730418,-1.73166,150.562,162.887,103.785
7527,0,0.81821,0.834817,-1.70536,143.796,161.796,96.9164
7528,0,0.750102,0.94384,-1.65306,137.654,162.79,88.8464
7529,0,0.69128,0.961663,-1.57301,132.893,167.489,86.7826
7530,0,0.595205,0.716532,-1.60819,128.445,172.59,88.9121
7531,0,0.499828,0.579839,-1.5805,123.204,179.103,87.2553
7532,0,0.483823,0.431521,-1.56257,118.236,183.968,86.0571
7533,0,0.390987,0.183716,-1.56219,113.793,189.101,83.1611
7534,0,0.363151,0.0682829,-1.52424,108.566,194.4,79.4978
7535,0,0.316406,-0.0956665,-1.49024,103.569,199.055,75.3614
7536,0,0.281446,-0.326814,-1.45276,98.5426,203.451,70.7487
7537,0,0.277768,-0.405654,-1.39632,93.2843,208.131,65.2324
7538,0,0.254105,-0.440985,-1.38545,91.6104,210.296,65.4511
7539,0,0.26368,-0.337842,-1.34259,91.0238,211.331,68.4746
7540,0,0.224171,-0.421821,-1.31632,92.428,211.001,68.5849
7541,0,0.207867,-0.403724,-1.27491,92.6595,211.551,70.3206
7542,0,0.207718,-0.372578,-1.23388,92.7897,212.064,70.2336
7543,0,0.160131,-0.434594,-1.20251,93.948,212.087,69.3148
7544,0,0.164947,-0.399711,-1.1574,93.8954,212.703,68.5362
7545,0,0.135767,-0.4058,-1.12671,94.7028,213.079,66.2785
7546,0,0.138875,-0.39191,-1.10474,95.5637,213.878,65.1236
7547,0,0.119418,-0.274647,-1.0851,96.4181,214.894,63.7396
7548,0,0.076476,-0.247803,-1.06271,97.86,215.43,60.4952
7549,0,0.0653006,-0.134641,-1.04002,98.6284,216.746,58.928
7550,0,0.0246724,-0.0546695,-1.02016,99.7573,217.712,54.4877
7551,0,-0.00567207,-0.0106987,-0.999418,100.945,218.492,50.868
7552,0,-0.0186637,0.054081,-1.00532,100.667,218.823,50.0598
7553,0,-0.00869895,-0.0145204,-1.00856,100.805,218.131,52.7349
7554,0,-0.0119604,0.0277387,-1.01386,100.198,218.038,53.5039
7555,0,-0.0418283,0.064482,-1.02061,99.625,217.993,53.0677
7556,0,-0.020918,0.0206031,-1.02341,99.5816,217.629,53.8393
7557,0,-0.0266634,0.0168632,-1.02329,99.065,217.647,52.0886
7558,0,-0.0132933,-0.0241,-1.01586,98.7302,217.751,51.1097
7559,0,0.0117071,0.00430445,-1.01034,98.6369,217.296,51.4015
7560,0,-0.0194626,0.0420773,-1.01294,98.691,217.442,51.156
7561,0,-0.0171337,-0.0239118,-1.00825,99.1816,217.234,50.997
7562,0,0.00938068,0.00494018,-0.997614,98.7548,217.262,51.3356
7563,0,-0.00699645,0.0289296,-0.993648,98.7284,217.481,51.2269
7564,0,-0.0153017,-0.0245947,-0.99807,99.2536,217.206,50.7324
7565,0,0.00438416,0.00380328,-0.998118,99.109,217.145,51.1855
7566,0,-0.0147037,0.00141413,-0.993894,99.1251,217.215,50.8518
7567,0,-0.0141671,-0.0353286,-1.00235,99.5641,216.862,50.4827
7568,0,-0.00106129,0.00510709,-0.998375,99.1636,217.179,51.283
7569,0,-0.018075,-0.0171553,-0.999074,99.5002,216.926,50.4548
7570,0,-0.0117295,-0.0306321,-0.998816,99.4419,216.901,50.7079
7571,0,-0.00659002,-0.0135187,-0.998942,99.4114,216.961,50.8852
7572,0,-0.0204927,-0.0251648,-1.00184,99.6277,216.837,50.3679
7573,0,-0.00969172,-0.0296123,-0.998723,99.5285,216.886,50.6997
7574,0,-0.010728,-0.0176387,-1.00042,99.5119,216.892,50.7312
7575,0,-0.0181456,-0.0265991,-1.00136,99.6119,216.853,50.453
7576,0,-0.000270285,-0.0493706,-1.01186,99.9088,216.53,51.0801
7577,0,-0.00819721,-0.041033,-1.01237,99.8722,216.506,50.8798
7578,0,-0.00911959,-0.0517777,-1.01324,99.9649,216.477,50.8062
7579,0,-0.0014179,-0.0475109,-1.01214,99.9082,216.511,51.069
7580,0,-0.00866485,-0.0449507,-1.01309,99.9004,216.51,50.8641
7581,0,-0.00761238,-0.0468579,-1.01265,99.8827,216.493,50.9102
7582,0,-0.00194474,-0.0468694,-1.01246,99.8793,216.491,51.0662
7583,0,-0.00818037,-0.0519647,-1.01429,99.9469,216.446,50.8684
7584,0,-0.00548009,-0.0535513,-1.01495,99.9136,216.4,51.0246
7585,0,-0.00155661,-0.0551609,-1.01423,99.9189,216.361,51.0721
7586,0,-0.00600157,-0.0586287,-1.01641,99.9214,216.361,51.0082
7587,0,-0.000205715,-0.0590106,-1.01637,99.8804,216.31,51.2302
7588,0,-0.00094189,-0.0619653,-1.01643,99.9026,216.294,51.1902
7589,0,-0.00170325,-0.0649042,-1.01718,99.9202,216.309,51.1837
7590,0,0.00132523,-0.0647304,-1.01742,99.8359,216.245,51.3376
7591,0,-0.00292234,-0.0656889,-1.01841,99.8158,216.255,51.2994
7592,0,-0.00295261,-0.0649432,-1.01864,99.8105,216.269,51.3218
7593,0,0.00442005,-0.0669089,-1.01665,99.8807,216.237,51.3367
7594,0,0.000588643,-0.0661148,-1.01686,99.8898,216.241,51.234
7595,0,0.00192954,-0.0651569,-1.01661,99.8876,216.253,51.3058
7596,0,0.00340083,-0.0683361,-1.01698,99.8861,216.223,51.3231
7597,0,0.00152824,-0.0666546,-1.01656,99.9071,216.256,51.2481
7598,0,0.00397584,-0.0656349,-1.01655,99.8714,216.234,51.3175
7599,0,0.00314228,-0.0683841,-1.01662,99.8781,216.226,51.3154
7600,0,0.00136865,-0.0650455,-1.0166,99.8861,216.256,51.2648
7601,0,0.00379878,-0.0675231,-1.01675,99.8913,216.23,51.3303
7602,0,0.00236617,-0.0677135,-1.01662,99.8835,216.211,51.2811
7603,0,0.00149044,-0.0652274,-1.01676,99.8847,216.239,51.3077
7604,0,0.00327788,-0.0685073,-1.01692,99.8894,216.219,51.3451
7605,0,0.0022768,-0.0675629,-1.01648,99.8935,216.218,51.2546
7606,0,0.00126827,-0.0649825,-1.01719,99.8818,216.253,51.292
7607,0,0.00378384,-0.0683266,-1.01663,99.8909,216.211,51.3338
7608,0,0.00178589,-0.0663579,-1.01659,99.8868,216.236,51.264
7609,0,0.00259566,-0.0658279,-1.01627,99.893,216.232,51.283
7610,0,0.00304366,-0.0683354,-1.01632,99.8919,216.214,51.2912
7611,0,0.00274397,-0.0661342,-1.01643,99.9,216.244,51.2918
7612,0,0.00257981,-0.0665629,-1.01686,99.9038,216.257,51.3037
7613,0,0.00359084,-0.0687482,-1.01635,99.9087,216.218,51.2885
7614,0,0.00254993,-0.0654766,-1.01622,99.8975,216.242,51.2843
7615,0,0.00318727,-0.066916,-1.0167,99.8771,216.237,51.3195
7616,0,0.0022883,-0.0673114,-1.01637,99.8971,216.236,51.27
7617,0,0.00239246,-0.0658295,-1.0165,99.8914,216.24,51.2745
7618,0,0.00187171,-0.0671307,-1.01667,99.8763,216.23,51.2657
7619,0,0.00223303,-0.0663268,-1.01653,99.8686,216.237,51.2883
7620,0,0.00188054,-0.065854,-1.01663,99.8926,216.243,51.2814
7621,0,0.00243081,-0.0676023,-1.0166,99.8852,216.223,51.2836
7622,0,0.00169344,-0.0657322,-1.01673,99.8791,216.227,51.2774
7623,0,0.00244441,-0.0671762,-1.0167,99.8974,216.25,51.3014
7624,0,0.0029014,-0.0681479,-1.01657,99.8924,216.232,51.3004
7625,0,0.00166289,-0.0655732,-1.01668,99.8765,216.235,51.2777
7626,0,0.00232523,-0.066071,-1.01616,99.8783,216.238,51.2695
7627,0,0.00255992,-0.0676747,-1.01677,99.8891,216.232,51.2968
7628,0,0.00228852,-0.0660897,-1.01656,99.8766,216.241,51.3032
7629,0,0.00172237,-0.0672481,-1.01657,99.89,216.227,51.2613
7630,0,0.00257739,-0.0661766,-1.01638,99.8811,216.241,51.2817
7631,0,0.00206629,-0.0653965,-1.01656,99.8548,216.23,51.2987
7632,0,0.00224014,-0.0673786,-1.01682,99.8922,216.236,51.2915
7633,0,0.00127241,-0.0657561,-1.01671,99.8493,216.244,51.303
7634,0,0.000935865,-0.0660929,-1.01703,99.8721,216.238,51.2899
7635,0,0.000757013,-0.0668636,-1.01755,99.8498,216.257,51.3258
7636,0,0.00234467,-0.0659828,-1.01627,99.8679,216.246,51.2819
7637,0,0.00223121,-0.066283,-1.01628,99.888,216.238,51.2652
7638,0,0.0032061,-0.0672682,-1.01628,99.9133,216.231,51.2959
7639,0,0.00128988,-0.0657264,-1.01665,99.8714,216.233,51.2876
7640,0,0.00189421,-0.0663023,-1.01648,99.8763,216.243,51.28
7641,0,0.00239743,-0.0665634,-1.01667,99.8954,216.22,51.2884
7642,0,0.00187438,-0.0667554,-1.01691,99.8934,216.245,51.2817
7643,0,0.00106273,-0.0655696,-1.01665,99.8544,216.234,51.2635
7644,0,0.00255453,-0.0668983,-1.01644,99.8957,216.229,51.2999
7645,0,0.000770872,-0.065588,-1.01685,99.8715,216.242,51.2718
7646,0,0.000549219,-0.0660569,-1.01716,99.8506,216.233,51.2957
7647,0,0.000978421,-0.0666213,-1.0172,99.8632,216.245,51.3132
7648,0,-0.00148983,-0.0664387,-1.01844,99.801,216.25,51.3418
7649,0,-0.0023095,-0.0671117,-1.01893,99.7692,216.237,51.3851
7650,0,-0.00440811,-0.0661715,-1.01966,99.7157,216.254,51.39
7651,0,-0.00603039,-0.0664671,-1.0204,99.7083,216.269,51.4193
7652,0,-0.00696152,-0.066196,-1.02087,99.6653,216.262,51.4469
7653,0,-0.00766604,-0.0666912,-1.02136,99.6655,216.271,51.4535
7654,0,0.00257255,-0.066798,-1.01636,99.8939,216.243,51.2677
7655,0,0.00299973,-0.0671209,-1.01629,99.8994,216.243,51.2939
7656,0,0.00226031,-0.0658785,-1.01643,99.8904,216.238,51.2706
7657,0,0.00275941,-0.0665156,-1.01631,99.8915,216.239,51.2645
7658,0,0.00196179,-0.0663195,-1.01653,99.8794,216.239,51.2586
7659,0,0.0021946,-0.0668388,-1.01648,99.8986,216.243,51.2691
7660,0,0.00212827,-0.0665569,-1.01674,99.8873,216.254,51.2809
7661,0,0.00218609,-0.0662521,-1.01607,99.8991,216.237,51.2493
7662,0,0.0024066,-0.0665725,-1.01628,99.9033,216.257,51.265
7663,0,0.00224265,-0.066645,-1.01652,99.8898,216.231,51.2839
7664,0,0.00148857,-0.0658007,-1.01655,99.8822,216.235,51.2688
7665,0,0.00216852,-0.066306,-1.01653,99.9027,216.244,51.2747
7666,0,0.0022247,-0.0671564,-1.01664,99.8936,216.236,51.2586
7667,0,0.00198509,-0.066498,-1.01674,99.8874,216.231,51.2769
7668,0,0.00192956,-0.0667053,-1.0167,99.8866,216.254,51.2887
7669,0,0.00245126,-0.0669638,-1.01635,99.9011,216.243,51.2705
7670,0,0.00292447,-0.0668789,-1.01629,99.9083,216.24,51.2676
7671,0,0.00259512,-0.0672526,-1.0163,99.8997,216.234,51.2741
7672,0,0.0017728,-0.0668842,-1.01653,99.8919,216.246,51.2807
7673,0,0.00211416,-0.0661403,-1.01641,99.8943,216.245,51.262
7674,0,0.00254362,-0.067463,-1.01647,99.9126,216.241,51.276
7675,0,0.00194712,-0.0663673,-1.01668,99.8761,216.242,51.2746
7676,0,0.00192774,-0.0666576,-1.01676,99.8926,216.231,51.2509
7677,0,0.00241328,-0.067161,-1.01661,99.8995,216.258,51.2768
7678,0,0.00191807,-0.0666366,-1.01652,99.9,216.24,51.2575
7679,0,0.00123322,-0.0667815,-1.01694,99.8813,216.228,51.2693
7680,0,0.00213403,-0.0673064,-1.01686,99.8979,216.249,51.2778
7681,0,0.00139073,-0.06649,-1.01695,99.8936,216.255,51.2666
7682,0,0.00124755,-0.0663412,-1.01692,99.8662,216.232,51.2858
7683,0,-0.00187865,-0.0670422,-1.01875,99.7892,216.24,51.3831
7684,0,0.00125325,-0.0662441,-1.01679,99.89,216.234,51.2569
7685,0,0.000289779,-0.0663565,-1.01759,99.8502,216.244,51.297
7686,0,-0.000445475,-0.0667481,-1.01792,99.8373,216.252,51.3208
7687,0,0.000180262,-0.0672337,-1.0178,99.8642,216.246,51.3202
7688,0,-0.00118106,-0.0673853,-1.01832,99.822,216.259,51.3321
7689,0,-0.00266564,-0.0665841,-1.01897,99.7718,216.252,51.3755
7690,0,0.00213446,-0.0662907,-1.01629,99.8914,216.232,51.2648
7691,0,0.00299586,-0.0672049,-1.01638,99.9009,216.238,51.2792
7692,0,0.00187501,-0.0662292,-1.01658,99.8915,216.24,51.2555
7693,0,0.00233367,-0.0666747,-1.01654,99.9106,216.246,51.266
7694,0,0.00233087,-0.0675204,-1.01673,99.9117,216.249,51.2752
7695,0,0.00227989,-0.0673221,-1.01655,99.9251,216.241,51.2703
7696,0,0.00222906,-0.0670251,-1.0166,99.8892,216.238,51.2842
7697,0,0.00206252,-0.0665592,-1.01645,99.9018,216.244,51.2644
7698,0,0.00191167,-0.0657344,-1.01671,99.8938,216.242,51.2429
7699,0,0.00231881,-0.067253,-1.01667,99.9053,216.245,51.2637
7700,0,0.00173649,-0.0666538,-1.017,99.8897,216.236,51.2828
7701,0,0.00184392,-0.0660461,-1.01667,99.8835,216.233,51.2735
7702,0,0.00144724,-0.0661108,-1.01665,99.8954,216.235,51.2644
7703,0,0.00119634,-0.0662264,-1.01673,99.8826,216.242,51.2695
7704,0,0.00166389,-0.0665361,-1.01681,99.8896,216.253,51.2858
7705,0,0.00120557,-0.0672743,-1.01731,99.8904,216.241,51.2983
7706,0,0.000463403,-0.0671946,-1.01735,99.8793,216.243,51.2992
7707,0,0.00109821,-0.0667013,-1.01715,99.8752,216.241,51.2947
7708,0,0.00257411,-0.0669418,-1.01651,99.9117,216.245,51.2676
7709,0,0.00204533,-0.0665196,-1.0164,99.9135,216.24,51.2798
7710,0,0.00244192,-0.0664155,-1.01646,99.9199,216.24,51.2699
7711,0,0.00158559,-0.0661559,-1.01694,99.9063,216.225,51.2717
7712,0,0.00161731,-0.0664757,-1.01664,99.9112,216.236,51.2809
7713,0,0.00202527,-0.066636,-1.01653,99.9079,216.237,51.2664
7714,0,0.00106038,-0.0659994,-1.01682,99.8826,216.244,51.2572
7715,0,0.00174231,-0.0662276,-1.01648,99.9068,216.238,51.2766
7716,0,0.0012785,-0.0663325,-1.01702,99.886,216.237,51.2935
7717,0,0.00103555,-0.0660553,-1.0171,99.8754,216.248,51.3056
7718,0,0.000360586,-0.0661755,-1.0174,99.8639,216.255,51.3071
7719,0,-0.000982588,-0.0657923,-1.01772,99.8373,216.247,51.3177
7720,0,-0.00196748,-0.0660492,-1.0185,99.8208,216.264,51.3363
7721,0,-0.00354317,-0.0659575,-1.01921,99.7732,216.27,51.3814
7722,0,-0.00485754,-0.0665463,-1.01998,99.7383,216.262,51.4167
7723,0,-0.00627181,-0.0667014,-1.02086,99.7272,216.266,51.4262
7724,0,-0.00651473,-0.0669582,-1.02111,99.6967,216.27,51.463
7725,0,-0.00783949,-0.0669182,-1.02189,99.6626,216.28,51.4903
7726,0,-0.00821608,-0.067405,-1.02191,99.6698,216.281,51.4959
7727,0,-0.00918001,-0.0664583,-1.02219,99.6437,216.281,51.4787
7728,0,-0.00885039,-0.0669695,-1.02228,99.641,216.286,51.5011
7729,0,-0.00930008,-0.0665884,-1.02226,99.6396,216.288,51.5222
7730,0,-0.00991376,-0.0666799,-1.02246,99.6236,216.283,51.5195
7731,0,-0.00960135,-0.0669428,-1.02245,99.633,216.277,51.5141
7732,0,-0.00946883,-0.0662146,-1.02268,99.6188,216.289,51.4992
7733,0,-0.00933106,-0.0667391,-1.0224,99.6371,216.292,51.5238
7734,0,-0.00993012,-0.0666043,-1.02248,99.6118,216.278,51.5037
7735,0,-0.00981527,-0.0664513,-1.02239,99.6176,216.276,51.4992
7736,0,-0.0094625,-0.0670001,-1.02247,99.6344,216.291,51.5198
7737,0,-0.0099538,-0.0665324,-1.02262,99.6268,216.3,51.5271
7738,0,-0.00926755,-0.0672486,-1.02248,99.6326,216.287,51.5209
7739,0,-0.0100511,-0.0670272,-1.02256,99.6216,216.288,51.5019
7740,0,-0.00976851,-0.0665958,-1.02225,99.6357,216.283,51.5042
7741,0,-0.00964209,-0.0666505,-1.02237,99.6331,216.295,51.5117
7742,0,-0.00939414,-0.0677658,-1.02256,99.6349,216.295,51.5302
7743,0,-0.00965493,-0.0671784,-1.02229,99.6219,216.282,51.4991
7744,0,-0.00946531,-0.0667929,-1.02246,99.6175,216.284,51.5044
7745,0,-0.0100607,-0.0663212,-1.02226,99.6142,216.298,51.5017
7746,0,-0.00937898,-0.0672931,-1.02244,99.6304,216.288,51.5121
7747,0,-0.00980722,-0.0665573,-1.02244,99.6042,216.275,51.4927
7748,0,-0.00936515,-0.0674364,-1.02248,99.6322,216.283,51.501
7749,0,-0.00973712,-0.0669893,-1.02272,99.6255,216.286,51.5081
7750,0,-0.00973473,-0.067292,-1.02259,99.621,216.289,51.505
7751,0,-0.0099142,-0.0670729,-1.02267,99.6105,216.286,51.5114
7752,0,-0.00946107,-0.0664855,-1.02248,99.6216,216.289,51.4966
7753,0,-0.0102574,-0.066728,-1.02269,99.6083,216.288,51.5019
7754,0,-0.00962056,-0.0673074,-1.02231,99.6266,216.277,51.5062
7755,0,-0.00945896,-0.0676669,-1.02249,99.6386,216.286,51.4982
7756,0,-0.00984577,-0.0669438,-1.02251,99.6183,216.285,51.4981
7757,0,-0.00943472,-0.0670833,-1.02252,99.6215,216.289,51.5207
7758,0,-0.00985906,-0.0663621,-1.02247,99.6136,216.291,51.4973
7759,0,-0.00976916,-0.0675425,-1.02228,99.6365,216.282,51.4992
7760,0,-0.00975039,-0.0676122,-1.02262,99.6375,216.292,51.4972
7761,0,-0.00978174,-0.0672635,-1.02253,99.6259,216.283,51.4863
7762,0,-0.00956056,-0.0673407,-1.02256,99.6338,216.289,51.5198
7763,0,-0.00929951,-0.0674546,-1.02228,99.6358,216.288,51.4875
7764,0,-0.00984951,-0.0669219,-1.02244,99.6173,216.285,51.5016
7765,0,-0.009812,-0.0672974,-1.02255,99.6301,216.29,51.4948
7766,0,-0.00929908,-0.067305,-1.02254,99.624,216.291,51.4978
7767,0,-0.00966829,-0.0675452,-1.02256,99.621,216.283,51.4903
7768,0,-0.00972003,-0.0668692,-1.02262,99.6072,216.274,51.5093
7769,0,-0.00976424,-0.066693,-1.02221,99.6304,216.28,51.485
7770,0,-0.00950859,-0.0674292,-1.02265,99.6249,216.297,51.5237
7771,0,-0.00995985,-0.0668332,-1.02243,99.6224,216.289,51.4949
7772,0,-0.0098264,-0.0675013,-1.02255,99.621,216.279,51.5054
7773,0,-0.00972095,-0.0666939,-1.02242,99.6265,216.283,51.491
7774,0,-0.00939137,-0.0678204,-1.02252,99.6319,216.29,51.497
7775,0,-0.00954075,-0.0668792,-1.02251,99.6157,216.282,51.5061
7776,0,-0.0095349,-0.0672721,-1.02234,99.637,216.285,51.5047
7777,0,-0.00970145,-0.0672865,-1.02255,99.6366,216.285,51.5116
7778,0,-0.00958839,-0.0681566,-1.02266,99.6185,216.281,51.5147
7779,0,-0.00926206,-0.0672779,-1.02248,99.6159,216.28,51.5072
7780,0,-0.0099248,-0.0672164,-1.02248,99.6208,216.289,51.4964
7781,0,-0.00926016,-0.0669955,-1.02232,99.626,216.282,51.4965
7782,0,-0.00949332,-0.0670532,-1.02237,99.6241,216.28,51.4978
7783,0,-0.00952879,-0.0670964,-1.02229,99.6356,216.281,51.502
7784,0,-0.0101958,-0.0669691,-1.0227,99.613,216.286,51.5023
7785,0,-0.00956356,-0.0671442,-1.02252,99.6094,216.284,51.5156
7786,0,-0.00982834,-0.0668158,-1.02261,99.6142,216.28,51.5039
7787,0,-0.00891472,-0.0683309,-1.02244,99.6311,216.28,51.518
7788,0,-0.00950314,-0.067354,-1.02243,99.6259,216.289,51.4949
7789,0,-0.00940174,-0.0679463,-1.02268,99.6292,216.294,51.5022
7790,0,-0.00912444,-0.0671371,-1.02221,99.6309,216.274,51.5176
7791,0,-0.00968578,-0.0673994,-1.02265,99.629,216.288,51.5047
7792,0,-0.0097541,-0.0676743,-1.02264,99.6318,216.291,51.5075
7793,0,-0.0100968,-0.0667219,-1.02254,99.615,216.284,51.4966
7794,0,-0.0100294,-0.0666708,-1.0226,99.6302,216.281,51.485
7795,0,-0.00984767,-0.0670845,-1.02239,99.6231,216.292,51.4964
7796,0,-0.00962307,-0.0674688,-1.02257,99.6213,216.285,51.5008
7797,0,-0.00934525,-0.0678756,-1.02264,99.6361,216.286,51.5213
7798,0,-0.00942062,-0.0668419,-1.02248,99.6276,216.281,51.5082
7799,0,-0.00960173,-0.0675759,-1.02255,99.6285,216.275,51.4924
7800,0,-0.0096005,-0.0678894,-1.02262,99.6223,216.296,51.5065
7801,0,-0.00961732,-0.0672445,-1.02247,99.6248,216.288,51.5071
7802,0,-0.010036,-0.0674263,-1.0226,99.6205,216.286,51.5087
7803,0,-0.00964412,-0.0669418,-1.02238,99.6242,216.286,51.5018
7804,0,-0.00986277,-0.0670765,-1.02271,99.6059,216.287,51.5117
7805,0,-0.00980732,-0.0675496,-1.02261,99.623,216.284,51.5094
7806,0,-0.00926817,-0.0674828,-1.02243,99.6331,216.305,51.5014
7807,0,-0.00980633,-0.0675309,-1.02238,99.632,216.292,51.511
7808,0,-0.00950658,-0.0669077,-1.02244,99.6191,216.279,51.4995
7809,0,-0.00931312,-0.0676923,-1.02258,99.6373,216.294,51.5136
7810,0,-0.0102184,-0.0669786,-1.0225,99.6278,216.301,51.488
7811,0,-0.00954143,-0.0675423,-1.02266,99.6308,216.282,51.4999
7812,0,-0.00972348,-0.0669358,-1.02243,99.6251,216.278,51.4921
7813,0,-0.00964059,-0.0671771,-1.02234,99.6268,216.285,51.5129
7814,0,-0.0094936,-0.0675998,-1.02263,99.6195,216.286,51.5195
7815,0,-0.00942555,-0.0679994,-1.02257,99.6284,216.283,51.5157
7816,0,-0.00954535,-0.0680292,-1.02265,99.6259,216.289,51.512
7817,0,-0.00941265,-0.067812,-1.02267,99.627,216.282,51.5082
7818,0,-0.0095908,-0.0676417,-1.02258,99.6327,216.289,51.5183
7819,0,-0.00948936,-0.0674519,-1.02247,99.6406,216.278,51.5053
7820,0,-0.00905577,-0.067902,-1.0225,99.6411,216.291,51.4962
7821,0,-0.00967593,-0.0672945,-1.02238,99.6271,216.28,51.4988
7822,0,-0.00955497,-0.0669233,-1.02232,99.613,216.284,51.5042
7823,0,-0.00972587,-0.0675153,-1.02288,99.6336,216.306,51.5302
7824,0,-0.00913104,-0.067683,-1.02257,99.6382,216.289,51.5034
7825,0,-0.00990358,-0.0676099,-1.02276,99.6266,216.29,51.5051
7826,0,-0.00957553,-0.0676217,-1.02273,99.626,216.285,51.5221
7827,0,-0.00976147,-0.0676364,-1.02274,99.6287,216.291,51.5178
7828,0,-0.00962202,-0.0681727,-1.02282,99.6152,216.289,51.5133
7829,0,-0.00950354,-0.0673266,-1.02244,99.6293,216.284,51.4958
7830,0,-0.00987159,-0.067413,-1.02263,99.6209,216.296,51.5193
7831,0,-0.0100479,-0.0671853,-1.02285,99.6149,216.291,51.517
7832,0,-0.00950465,-0.067878,-1.02249,99.6252,216.277,51.4986
7833,0,-0.00947946,-0.067527,-1.02262,99.6202,216.276,51.5219
7834,0,-0.00951919,-0.0684261,-1.02289,99.6108,216.295,51.5257
7835,0,-0.00974597,-0.0669398,-1.02261,99.6076,216.285,51.5059
7836,0,-0.00919936,-0.0670721,-1.02246,99.6299,216.269,51.4968
7837,0,-0.00949655,-0.0677967,-1.02236,99.6258,216.287,51.5139
7838,0,-0.0099067,-0.0671659,-1.02271,99.6193,216.289,51.5168
7839,0,-0.00945491,-0.0674784,-1.0226,99.6102,216.273,51.5287
7840,0,-0.00897866,-0.067239,-1.02232,99.6118,216.28,51.5017
7841,0,-0.00971297,-0.0672346,-1.02262,99.6179,216.285,51.5071
7842,0,-0.00964691,-0.0670355,-1.02258,99.6057,216.282,51.5173
7843,0,-0.00969653,-0.0670448,-1.02256,99.6309,216.288,51.5105
7844,0,-0.00938978,-0.0678194,-1.02255,99.6148,216.272,51.5223
7845,0,-0.00975424,-0.0668679,-1.02253,99.6154,216.285,51.491
7846,0,-0.00964835,-0.0670922,-1.02248,99.6305,216.29,51.5133
7847,0,-0.00955511,-0.0676224,-1.0224,99.6247,216.289,51.5028
7848,0,-0.00970906,-0.0671486,-1.02246,99.6203,216.275,51.5202
7849,0,-0.00998192,-0.0666819,-1.02262,99.6121,216.272,51.4859
7850,0,-0.00954267,-0.0672444,-1.02251,99.6181,216.278,51.5191
7851,0,-0.00917699,-0.067927,-1.02252,99.6333,216.286,51.5211
7852,0,-0.00975897,-0.0667531,-1.02244,99.6104,216.276,51.501
7853,0,-0.00966325,-0.0673327,-1.02246,99.6327,216.286,51.5071
7854,0,-0.00981497,-0.0672148,-1.02244,99.6178,216.267,51.5173
7855,0,-0.00934254,-0.0675741,-1.02236,99.6261,216.28,51.5282
7856,0,-0.00957615,-0.0674595,-1.02257,99.6227,216.279,51.5056
