Frame,Sub Frame,RX,RY,RZ,TX,TY,TZ
,,rad,rad,rad,mm,mm,mm
2094,0,-0.00925392,-0.0391672,0.00345775,198.251,266.652,378.959
2095,0,-0.00499552,-0.0369833,0.00504347,198.498,266.554,380.501
2096,0,-0.00784487,-0.0386332,0.00601119,198.456,266.357,382.11
2097,0,-0.00439236,-0.0386085,0.00586944,198.658,266.334,383.632
2098,0,-0.00073995,-0.0397854,0.00834773,198.634,266.226,385.262
2099,0,-0.00156468,-0.0392063,0.00809143,198.798,266.176,386.679
2100,0,0.000612523,-0.0401547,0.00974816,198.778,266.078,388.239
2101,0,0.000515848,-0.0397237,0.0100653,198.944,265.994,389.596
2102,0,0.00575514,-0.0432743,0.013319,198.807,265.979,391.221
2103,0,0.00522,-0.0404149,0.0129687,198.959,265.86,392.518
2104,0,0.000543194,-0.0437573,0.0120449,198.976,265.774,393.974
2105,0,0.00954209,-0.0423988,0.0156848,199.131,265.714,395.254
2106,0,-0.00078494,-0.0434737,0.010697,199.112,265.649,396.554
2107,0,0.00643934,-0.0423667,0.0145677,199.353,265.52,397.759
2108,0,0.0026561,-0.0441814,0.0117239,199.35,265.485,399.13
2109,0,0.0100012,-0.0452535,0.0162264,199.36,265.328,400.4
2110,0,-0.00839769,-0.0398045,0.00544897,199.866,265.125,401.177
2111,0,-0.0104907,-0.0418205,0.00609111,199.809,264.905,402.408
2112,0,-0.00586442,-0.0407957,0.00617687,200.064,264.915,403.473
2113,0,-0.00967327,-0.0408921,0.00416301,200.045,264.85,404.646
2114,0,-0.010228,-0.0417338,0.00410841,200.057,264.695,405.762
2115,0,-0.00511263,-0.0397177,0.00690471,200.197,264.706,406.766
2116,0,-0.0106427,-0.0408201,0.00388906,200.156,264.607,407.919
2117,0,-0.00863146,-0.0406991,0.00482338,200.195,264.488,408.909
2118,0,-0.00915418,-0.039488,0.00603159,200.226,264.474,409.874
2119,0,-0.0100812,-0.0407258,0.00532918,200.205,264.394,410.937
2120,0,-0.0104263,-0.0399406,0.00468868,200.239,264.309,411.861
2121,0,-0.0106302,-0.0385307,0.00586173,200.142,264.252,412.791
2122,0,-0.0107421,-0.0404148,0.00556422,200.268,264.189,413.695
2123,0,-0.0132415,-0.0389675,0.00348772,200.25,264.076,414.564
2124,0,-0.0120466,-0.0384976,0.00444489,200.199,264.082,415.379
2125,0,-0.0131679,-0.039299,0.00533896,200.238,263.98,416.229
2126,0,-0.0108233,-0.039749,0.00644311,200.187,263.927,417.014
2127,0,-0.0128598,-0.0383203,0.00424811,200.216,263.889,417.737
2128,0,-0.0251034,-0.0304363,-0.00245692,201.054,263.617,417.683
2129,0,-0.0248376,-0.0309487,-0.00176087,201.059,263.62,418.399
2130,0,-0.022601,-0.0308568,-0.000707164,200.923,263.551,419.1
2131,0,-0.0221806,-0.0284009,-0.00131148,200.956,263.513,419.684
2132,0,-0.0222158,-0.0280312,-0.000741608,201.029,263.466,420.261
2133,0,-0.0229399,-0.0307836,-0.00120139,201,263.416,420.942
2134,0,-0.0222616,-0.0301529,-0.000788629,200.878,263.336,421.562
2135,0,-0.0206438,-0.030315,-0.000581353,200.761,263.307,422.113
2136,0,-0.0178561,-0.0293763,0.000804423,200.831,263.301,422.572
2137,0,-0.0152029,-0.0265047,0.00223301,200.89,263.277,423.01
2138,0,-0.016933,-0.0281714,0.0021311,200.83,263.176,423.519
2139,0,-0.0176138,-0.0290425,0.00178151,200.679,263.103,424.094
2140,0,-0.0189035,-0.0309878,0.000624292,200.583,263.126,424.627
2141,0,-0.0149295,-0.0290287,0.00272567,200.441,263.052,425.02
2142,0,-0.0112499,-0.028181,0.00436371,200.365,263.01,425.415
2143,0,-0.0144876,-0.0252021,0.00362775,200.587,262.965,425.529
2144,0,-0.0155596,-0.0251211,0.00311354,200.495,262.943,425.976
2145,0,-0.0169269,-0.0250248,0.0032106,200.481,262.864,426.247
2146,0,-0.0168326,-0.026333,0.00392325,200.343,262.78,426.597
2147,0,-0.0177565,-0.027643,0.00358209,200.248,262.771,426.969
2148,0,-0.0204593,-0.0279284,0.00167153,200.113,262.701,427.29
2149,0,-0.0193411,-0.0275878,0.00173951,200.032,262.659,427.543
2150,0,-0.0177114,-0.0266379,0.00340561,199.994,262.578,427.669
2151,0,-0.015313,-0.0266948,0.00415748,199.894,262.568,427.897
2152,0,-0.0158059,-0.0265512,0.00455086,199.737,262.525,428.105
2153,0,-0.0150021,-0.0262584,0.00488898,199.591,262.455,428.275
2154,0,-0.0122993,-0.0265983,0.00667692,199.512,262.449,428.454
2155,0,-0.0107877,-0.0277316,0.00717594,199.339,262.434,428.684
2156,0,-0.00967353,-0.0281072,0.00782795,199.144,262.419,428.874
2157,0,-0.0102102,-0.0289756,0.00741344,198.957,262.382,429.028
2158,0,-0.00724623,-0.0310127,0.0089408,198.807,262.385,429.197
2159,0,-0.00718558,-0.0318319,0.00911546,198.623,262.367,429.333
2160,0,-0.0073105,-0.0321055,0.00881926,198.454,262.315,429.442
2161,0,-0.00688684,-0.0325878,0.0097068,198.345,262.273,429.497
2162,0,-0.00712623,-0.0324435,0.00907082,198.291,262.191,429.492
2163,0,-0.00636314,-0.0334105,0.0100858,198.19,262.177,429.508
2164,0,-0.00602577,-0.0320147,0.0105989,198.075,262.092,429.476
2165,0,-0.00447318,-0.0333673,0.0122984,197.966,262.025,429.457
2166,0,-0.00540138,-0.0330047,0.0130514,197.92,261.931,429.399
2167,0,-0.00362036,-0.0331001,0.0140752,197.839,261.889,429.365
2168,0,-0.0041712,-0.0320843,0.0145224,197.765,261.822,429.295
2169,0,-0.00433045,-0.0309058,0.0155425,197.646,261.72,429.189
2170,0,-0.00475791,-0.0323954,0.0160368,197.614,261.706,429.109
2171,0,-0.00448864,-0.0322918,0.0148822,197.566,261.655,429.059
2172,0,-0.00547896,-0.032143,0.0152971,197.5,261.623,428.947
2173,0,-0.00642519,-0.0316895,0.0142298,197.446,261.574,428.862
2174,0,-0.00500215,-0.0324695,0.0154856,197.378,261.572,428.785
2175,0,-0.00506467,-0.0328108,0.0162228,197.304,261.534,428.697
2176,0,-0.00462958,-0.0326038,0.0164622,197.202,261.524,428.633
2177,0,-0.0046382,-0.0327358,0.0171169,197.077,261.495,428.537
2178,0,-0.00293057,-0.0331289,0.0176269,196.945,261.447,428.469
2179,0,-0.00312448,-0.0341795,0.0179216,196.904,261.471,428.368
2180,0,-0.00275228,-0.0335456,0.0169025,196.839,261.448,428.302
2181,0,-0.00993346,-0.0321659,0.0130025,196.918,261.36,428.033
2182,0,-0.0121628,-0.0311328,0.0115939,196.846,261.289,427.912
2183,0,-0.0115244,-0.0320167,0.012285,196.832,261.28,427.819
2184,0,-0.0112666,-0.0322211,0.0125793,196.792,261.247,427.721
2185,0,-0.0103124,-0.0317286,0.0135556,196.736,261.253,427.619
2186,0,-0.0118709,-0.031383,0.0129747,196.659,261.21,427.52
2187,0,-0.0094119,-0.032019,0.0140909,196.632,261.197,427.415
2188,0,-0.0104782,-0.0318311,0.0142627,196.607,261.181,427.29
2189,0,-0.00856751,-0.0322728,0.0151792,196.608,261.178,427.212
2190,0,-0.00924124,-0.0317328,0.0145894,196.572,261.18,427.122
2191,0,-0.00961811,-0.0314652,0.0139373,196.523,261.17,427.03
2192,0,-0.00902737,-0.0311953,0.0147264,196.524,261.18,426.925
2193,0,-0.0204792,-0.0218915,0.00742147,197.362,260.998,426.051
2194,0,-0.0200929,-0.0215412,0.00821287,197.39,261.015,425.926
2195,0,-0.0214572,-0.0214309,0.00699217,197.29,260.989,425.914
2196,0,-0.0209747,-0.0215046,0.00740754,197.273,261.006,425.837
2197,0,-0.0208719,-0.0217142,0.00791409,197.232,260.986,425.796
2198,0,-0.0188978,-0.0217999,0.00912735,197.277,261.024,425.723
2199,0,-0.01983,-0.0219578,0.00847798,197.211,261.02,425.716
2200,0,-0.0188059,-0.0218954,0.00929283,197.157,261.05,425.711
2201,0,-0.0199794,-0.0221834,0.00883765,197.097,261.02,425.706
2202,0,-0.0175115,-0.0240419,0.0103957,197.093,261.057,425.709
2203,0,-0.0176475,-0.0245264,0.0104689,197.083,261.102,425.716
2204,0,-0.0162862,-0.0244554,0.0111599,197.032,261.113,425.755
2205,0,-0.0186407,-0.0242,0.00994467,196.99,261.11,425.751
2206,0,-0.0191195,-0.0251047,0.00947586,196.881,261.13,425.824
2207,0,-0.0174016,-0.0259383,0.0107485,196.88,261.185,425.895
2208,0,-0.0158811,-0.0264133,0.0112433,196.737,261.234,426.045
2209,0,-0.0144351,-0.0275348,0.0129862,196.594,261.295,426.171
2210,0,-0.0157584,-0.0277923,0.0117356,196.445,261.33,426.334
2211,0,-0.0140697,-0.0299085,0.0129483,196.306,261.383,426.521
2212,0,-0.0130524,-0.0307902,0.0139721,196.191,261.432,426.647
2213,0,-0.0114191,-0.0313889,0.014888,196.118,261.514,426.799
2214,0,-0.0222808,-0.0255769,0.0082263,196.733,261.425,426.285
2215,0,-0.0237622,-0.0247653,0.00747806,196.686,261.432,426.378
2216,0,-0.023797,-0.0250851,0.00829229,196.634,261.49,426.459
2217,0,-0.0228278,-0.0257659,0.00854149,196.61,261.55,426.561
2218,0,-0.0219529,-0.0260562,0.00954436,196.623,261.595,426.626
2219,0,-0.0224338,-0.0250463,0.00912856,196.594,261.606,426.709
2220,0,-0.0210136,-0.0248691,0.00979982,196.591,261.671,426.762
2221,0,-0.0212359,-0.0251634,0.00986382,196.584,261.705,426.814
2222,0,-0.0179761,-0.0249948,0.0118543,196.565,261.771,426.96
2223,0,-0.0173547,-0.0251843,0.0122441,196.467,261.859,427.119
2224,0,-0.0164625,-0.0255639,0.0131968,196.385,261.932,427.26
2225,0,-0.015456,-0.0260012,0.0138537,196.255,262.023,427.494
2226,0,-0.0133861,-0.0277445,0.0146403,196.088,262.143,427.714
2227,0,-0.0129898,-0.0293181,0.0152453,195.964,262.243,427.917
2228,0,-0.0114396,-0.0295653,0.015964,195.856,262.322,428.152
2229,0,-0.0112332,-0.0305376,0.0161985,195.748,262.446,428.333
2230,0,-0.0108689,-0.0311536,0.0166898,195.666,262.494,428.508
2231,0,-0.009002,-0.0320916,0.0182998,195.64,262.569,428.646
2232,0,-0.00873663,-0.0331072,0.0178486,195.57,262.644,428.825
2233,0,-0.00832617,-0.0319186,0.0183082,195.539,262.729,428.937
2234,0,-0.00963799,-0.0324914,0.0173174,195.463,262.785,429.05
2235,0,-0.00835689,-0.0333938,0.0177044,195.415,262.839,429.203
2236,0,-0.0099073,-0.0340815,0.016952,195.388,262.943,429.304
2237,0,-0.00881338,-0.0335525,0.0169489,195.333,263.022,429.441
2238,0,-0.00942786,-0.0337851,0.0168831,195.284,263.128,429.518
2239,0,-0.00909749,-0.032257,0.0170749,195.267,263.215,429.585
2240,0,-0.00791575,-0.0328866,0.0175375,195.277,263.323,429.705
2241,0,-0.00773595,-0.0330083,0.0179459,195.279,263.423,429.776
2242,0,-0.00764407,-0.0320043,0.0186002,195.223,263.533,429.864
2243,0,-0.00760311,-0.0318477,0.0187678,195.21,263.61,429.919
2244,0,-0.00665268,-0.0317727,0.0192537,195.17,263.702,430.003
2245,0,-0.00666436,-0.0329778,0.0198715,195.17,263.8,430.051
2246,0,-0.00583822,-0.0325506,0.0203858,195.123,263.882,430.156
2247,0,-0.00657107,-0.0325121,0.0209402,195.059,263.982,430.238
2248,0,-0.00683399,-0.0329099,0.0204695,195.034,264.057,430.294
2249,0,-0.00826611,-0.0325742,0.0207235,195.017,264.168,430.386
2250,0,-0.00928722,-0.0333271,0.0196337,194.965,264.283,430.491
2251,0,-0.00967133,-0.0336904,0.019805,194.93,264.423,430.596
2252,0,-0.0122998,-0.0329908,0.0185735,194.879,264.505,430.692
2253,0,-0.0115135,-0.0340063,0.0191985,194.84,264.651,430.803
2254,0,-0.0126303,-0.0334101,0.0188013,194.85,264.778,430.882
2255,0,-0.0116206,-0.0328693,0.0189852,194.864,264.912,430.974
2256,0,-0.0115219,-0.0326227,0.0187693,194.815,265.026,431.075
2257,0,-0.0124765,-0.0324284,0.0179089,194.818,265.133,431.17
2258,0,-0.013022,-0.0326544,0.0178832,194.816,265.265,431.261
2259,0,-0.0121022,-0.0321211,0.0183105,194.779,265.369,431.387
2260,0,-0.0107199,-0.0323643,0.0198768,194.804,265.523,431.47
2261,0,-0.0104185,-0.030813,0.0201231,194.744,265.639,431.607
2262,0,-0.00869915,-0.0309045,0.0210305,194.736,265.798,431.708
2263,0,-0.00874794,-0.0290841,0.0214955,194.74,265.908,431.815
2264,0,-0.00679079,-0.0302406,0.0223494,194.753,266.09,431.996
2265,0,-0.00682447,-0.030694,0.0226996,194.688,266.239,432.178
2266,0,-0.00650159,-0.0305944,0.022732,194.636,266.424,432.368
2267,0,-0.00809148,-0.0309753,0.0228331,194.615,266.527,432.562
2268,0,-0.00775409,-0.0316435,0.0232553,194.558,266.651,432.802
2269,0,-0.0149183,-0.031717,0.019742,194.64,266.759,432.954
2270,0,-0.0150755,-0.0312633,0.0193556,194.68,266.916,433.201
2271,0,-0.0136834,-0.031546,0.0205083,194.661,267.099,433.446
2272,0,-0.0135335,-0.0309619,0.0202559,194.686,267.254,433.692
2273,0,-0.012647,-0.0306074,0.0212288,194.698,267.448,433.953
2274,0,-0.012805,-0.0306529,0.0228885,194.621,267.637,434.229
2275,0,-0.0142496,-0.0325644,0.022092,194.604,267.828,434.601
2276,0,-0.015478,-0.0325018,0.02209,194.554,268.036,434.979
2277,0,-0.0161251,-0.0312824,0.0221454,194.604,268.291,435.263
2278,0,-0.016792,-0.030953,0.0204596,194.674,268.429,435.643
2279,0,-0.0137247,-0.0311271,0.0221559,194.716,268.643,435.988
2280,0,-0.0151851,-0.0286761,0.0250096,194.626,268.942,436.288
2281,0,-0.013793,-0.0299562,0.0241685,194.645,269.221,436.828
2282,0,-0.0155417,-0.0309695,0.0205857,194.693,269.366,437.35
2283,0,-0.0164844,-0.0304828,0.022429,194.63,269.606,437.755
2284,0,-0.014535,-0.0276141,0.0246033,194.707,269.834,438.101
2285,0,-0.0111925,-0.0292221,0.0249748,194.763,270.074,438.655
2286,0,-0.0147415,-0.0295297,0.0241577,194.687,270.337,439.214
2287,0,-0.0177322,-0.0315166,0.0217342,194.766,270.631,439.79
2288,0,-0.0175744,-0.0317183,0.0208752,194.912,270.868,440.311
2289,0,-0.0177145,-0.0308785,0.0207115,194.951,271.114,440.899
2290,0,-0.0193332,-0.0307249,0.0198812,194.989,271.361,441.489
2291,0,-0.0194374,-0.0307096,0.0204629,194.937,271.669,442.099
2292,0,-0.0179026,-0.0292672,0.0235034,194.948,271.967,442.712
2293,0,-0.0128823,-0.0294886,0.0249688,195.147,272.299,443.371
2294,0,-0.0170614,-0.0288337,0.0249769,195.079,272.697,444.033
2295,0,-0.0206763,-0.0290515,0.0219233,195.112,272.977,444.78
2296,0,-0.0170854,-0.0281571,0.0230727,195.193,273.349,445.501
2297,0,-0.019467,-0.0274353,0.0229771,195.008,273.76,446.319
2298,0,-0.0215945,-0.029591,0.0219698,195.182,273.954,447.079
2299,0,-0.0189515,-0.0308459,0.020448,195.334,274.297,447.875
2300,0,-0.0182255,-0.0284287,0.0237025,195.338,274.769,448.641
2301,0,-0.0182871,-0.0299569,0.0221235,195.423,275.034,449.591
2302,0,-0.0135781,-0.0291408,0.0265849,195.534,275.439,450.352
2303,0,-0.0163083,-0.0270776,0.02578,195.52,275.857,451.202
2304,0,-0.0208114,-0.0297883,0.0218571,195.558,276.168,452.257
2305,0,-0.0183494,-0.0289968,0.0251242,195.587,276.641,453.086
2306,0,-0.0204576,-0.0292443,0.0238446,195.629,277.071,454.087
2307,0,-0.0201527,-0.0297097,0.0202722,195.835,277.497,455.104
2308,0,-0.0181441,-0.0270234,0.0247834,195.847,278.026,455.991
2309,0,-0.0211275,-0.0249323,0.0257627,195.749,278.377,457.029
2310,0,-0.0177502,-0.0254681,0.0259832,195.938,278.838,458.04
2311,0,-0.0229504,-0.0266827,0.0246604,195.913,279.211,459.113
2312,0,-0.020843,-0.0270537,0.024192,196.085,279.64,460.182
2313,0,-0.0206401,-0.0296976,0.0211885,196.302,280.051,461.288
2314,0,-0.020315,-0.0262772,0.0248807,196.282,280.607,462.316
2315,0,-0.01798,-0.0259598,0.0251218,196.492,280.998,463.326
2316,0,-0.019206,-0.0266263,0.0244421,196.469,281.54,464.468
2317,0,-0.0193485,-0.0255267,0.0255673,196.679,282.039,465.52
2318,0,-0.0213988,-0.0288544,0.0193952,196.796,282.547,466.785
2319,0,-0.0203819,-0.0276549,0.0248018,196.857,283.039,467.786
2320,0,-0.0245179,-0.0254329,0.0228012,196.767,283.583,468.929
2321,0,-0.0175298,-0.0261063,0.0248727,197.169,284.065,469.954
2322,0,-0.0220666,-0.0275991,0.022172,197.226,284.509,471.126
2323,0,-0.0209167,-0.0264233,0.0227483,197.392,285.085,472.265
2324,0,-0.0241952,-0.0295988,0.0217855,197.415,285.653,473.37
2325,0,-0.0226219,-0.0273661,0.02185,197.654,286.206,474.506
2326,0,-0.0199263,-0.0267926,0.0233024,197.765,286.745,475.59
2327,0,-0.0232361,-0.0270379,0.0213948,197.871,287.426,476.719
2328,0,-0.0255049,-0.0262678,0.0201718,197.98,287.954,477.85
2329,0,-0.0237779,-0.0301759,0.0186182,198.186,288.532,479.085
2330,0,-0.0222117,-0.0267104,0.0232642,198.374,289.179,480.052
2331,0,-0.0239846,-0.0255039,0.0214043,198.492,289.788,481.24
2332,0,-0.0210569,-0.0278955,0.020595,198.743,290.387,482.393
2333,0,-0.0266786,-0.0275995,0.0188977,198.723,291.054,483.613
2334,0,-0.0256671,-0.0143255,0.0114348,198.603,292.218,484.923
2335,0,-0.0257158,-0.0265341,0.0201086,199.044,292.449,485.93
2336,0,-0.0229694,-0.024392,0.0188424,199.203,293.165,487.101
2337,0,-0.0284974,-0.0271005,0.0168198,199.408,293.783,488.356
2338,0,-0.0249418,-0.0260114,0.0175967,199.685,294.492,489.543
2339,0,-0.0248506,-0.0266908,0.0194262,199.804,295.218,490.727
2340,0,-0.0264601,-0.0260883,0.0183477,199.93,296.071,492.032
2341,0,-0.0295085,-0.0270648,0.0149138,200.064,296.769,493.353
2342,0,-0.0273493,-0.0289881,0.0174244,200.292,297.541,494.65
2343,0,-0.0262536,-0.0244118,0.0194146,200.452,298.278,495.844
2344,0,-0.0296337,-0.0290888,0.0166451,200.675,298.988,497.262
2345,0,-0.0273356,-0.0275018,0.0198998,200.834,299.839,498.594
2346,0,-0.0280145,-0.0283519,0.0172392,201.128,300.634,499.958
2347,0,-0.0279024,-0.0290451,0.0176191,201.276,301.497,501.411
2348,0,-0.0301038,-0.0302689,0.0148234,201.405,302.441,502.93
2349,0,-0.031422,-0.0293357,0.0149964,201.645,303.113,504.355
2350,0,-0.0250593,-0.0290869,0.0205138,201.915,303.963,505.782
2351,0,-0.029911,-0.0311016,0.0152661,202.022,304.872,507.395
2352,0,-0.0280062,-0.0314962,0.013495,202.385,305.774,508.93
2353,0,-0.0241775,-0.0305253,0.0182692,202.598,306.649,510.502
2354,0,-0.031057,-0.0320616,0.0135886,202.687,307.582,512.231
2355,0,-0.0300251,-0.0315305,0.0160699,202.796,308.488,513.875
2356,0,-0.0268776,-0.0291206,0.0196756,203.041,309.422,515.463
2357,0,-0.0287557,-0.030811,0.0169455,203.214,310.359,517.266
2358,0,-0.0302107,-0.0320607,0.0172426,203.379,311.363,519.073
2359,0,-0.0288499,-0.0316772,0.0169672,203.566,312.327,520.893
2360,0,-0.0294939,-0.0327992,0.0160247,203.84,313.267,522.739
2361,0,-0.0239111,-0.0299847,0.021079,204.123,314.299,524.459
2362,0,-0.0274324,-0.0302975,0.0160601,204.32,315.304,526.465
2363,0,-0.0282477,-0.0333464,0.012685,204.632,316.29,528.488
2364,0,-0.027379,-0.0312675,0.0156072,204.705,317.351,530.412
2365,0,-0.0280609,-0.032673,0.0144214,204.947,318.385,532.454
2366,0,-0.0251453,-0.0310303,0.0171017,205.117,319.489,534.472
2367,0,-0.0247547,-0.031287,0.0156332,205.321,320.595,536.515
2368,0,-0.028251,-0.0318589,0.0150626,205.452,321.616,538.62
2369,0,-0.0263012,-0.0322073,0.0179152,205.704,322.689,540.642
2370,0,-0.0287388,-0.0326423,0.0185333,205.703,323.764,542.842
2371,0,-0.02989,-0.0323108,0.0158967,205.991,324.92,545.006
2372,0,-0.027822,-0.0340466,0.0160269,206.271,326.006,547.204
2373,0,-0.0283537,-0.0340951,0.0163607,206.428,327.194,549.397
2374,0,-0.0263581,-0.0322422,0.0194609,206.62,328.304,551.561
2375,0,-0.0281197,-0.031579,0.0167957,206.77,329.439,553.886
2376,0,-0.0271013,-0.0326498,0.0175328,207.02,330.573,556.161
2377,0,-0.0259695,-0.0315179,0.0191039,207.263,331.808,558.361
2378,0,-0.0280232,-0.0318862,0.0190537,207.354,332.988,560.746
2379,0,-0.024907,-0.0296115,0.019683,207.661,334.196,562.968
2380,0,-0.0277025,-0.0314045,0.0182034,207.77,335.387,565.371
2381,0,-0.0266308,-0.0291745,0.0197228,207.992,336.609,567.687
2382,0,-0.025518,-0.0289128,0.0189447,208.188,337.866,570.081
2383,0,-0.0260583,-0.0290158,0.0170089,208.455,339.094,572.468
2384,0,-0.0241534,-0.0295117,0.0191649,208.687,340.259,574.866
2385,0,-0.0293807,-0.0303773,0.0145676,208.852,341.512,577.295
2386,0,-0.0242085,-0.0283579,0.0173205,209.075,342.87,579.662
2387,0,-0.0311108,-0.0302194,0.013096,209.31,344.108,582.16
2388,0,-0.0257849,-0.0282051,0.0182682,209.584,345.426,584.525
2389,0,-0.0316059,-0.0309271,0.013914,209.642,346.786,587.096
2390,0,-0.0274527,-0.0296951,0.0149154,210.042,348.063,589.498
2391,0,-0.0317621,-0.0296487,0.0123648,210.121,349.353,592
2392,0,-0.0297574,-0.0296625,0.0136553,210.354,350.731,594.509
2393,0,-0.0318707,-0.0307218,0.0136268,210.501,352.054,597.004
2394,0,-0.0299736,-0.0292365,0.0137474,210.802,353.46,599.469
2395,0,-0.0297457,-0.0292595,0.013744,210.899,354.939,602.026
2396,0,-0.029949,-0.0272175,0.0116007,211.164,356.329,604.536
2397,0,-0.0291424,-0.027759,0.0138338,211.523,357.668,607.009
2398,0,-0.0265033,-0.0271273,0.0172237,211.702,359.116,609.531
2399,0,-0.0285088,-0.0280957,0.0177569,211.863,360.619,612.149
2400,0,-0.0263519,-0.0280915,0.0156798,212.3,361.995,614.7
2401,0,-0.0283983,-0.0272394,0.0147971,212.419,363.429,617.281
2402,0,-0.0274536,-0.0260434,0.0141954,212.622,365.007,619.882
2403,0,-0.0319929,-0.0296708,0.011619,212.921,366.355,622.55
2404,0,-0.0291325,-0.0277607,0.0144066,213.171,367.917,625.138
2405,0,-0.0308188,-0.0285049,0.0152315,213.317,369.515,627.802
2406,0,-0.0265236,-0.028387,0.0149455,213.79,370.902,630.319
2407,0,-0.0303928,-0.0280159,0.0122052,213.977,372.444,633.006
2408,0,-0.0249648,-0.0248726,0.0156675,214.239,374.12,635.593
2409,0,-0.0271778,-0.0277923,0.0139086,214.568,375.587,638.28
2410,0,-0.0270943,-0.0268407,0.014266,214.877,377.161,640.941
2411,0,-0.0317271,-0.0283568,0.0135394,214.93,378.837,643.741
2412,0,-0.030513,-0.027709,0.0125075,215.324,380.324,646.36
2413,0,-0.0270944,-0.0261687,0.0135568,215.741,381.954,648.987
2414,0,-0.0293568,-0.0277588,0.0120089,216.035,383.584,651.765
2415,0,-0.026066,-0.0252613,0.0133035,216.48,385.125,654.409
2416,0,-0.0285202,-0.0266855,0.0141367,216.587,386.867,657.212
2417,0,-0.0321217,-0.0257965,0.0114854,216.72,388.594,660.032
2418,0,-0.0300221,-0.0265595,0.0126058,217.298,390.155,662.717
2419,0,-0.0308656,-0.0274803,0.00921139,217.723,391.745,665.512
2420,0,-0.026256,-0.0258467,0.0157548,217.983,393.572,668.244
2421,0,-0.0273925,-0.0246075,0.0137872,218.349,395.254,671.026
2422,0,-0.0311943,-0.0260219,0.0105152,218.551,397.001,673.933
2423,0,-0.0292898,-0.0263369,0.0117361,218.937,398.651,676.761
2424,0,-0.0289352,-0.0260664,0.0120184,219.377,400.396,679.546
2425,0,-0.0268501,-0.0245453,0.0128441,219.636,402.241,682.427
2426,0,-0.0260492,-0.0249123,0.0138836,220.156,403.92,685.166
2427,0,-0.028808,-0.0277391,0.00964739,220.445,405.647,688.185
2428,0,-0.0306914,-0.0267317,0.0096797,220.696,407.555,691.095
2429,0,-0.0247388,-0.0252412,0.0147923,221.234,409.276,693.865
2430,0,-0.0284737,-0.0277027,0.0105398,221.617,411.058,696.87
2431,0,-0.0297516,-0.0282462,0.0108365,221.823,412.91,699.852
2432,0,-0.0262654,-0.0272574,0.0128955,222.344,414.642,702.735
2433,0,-0.0265048,-0.0279618,0.011284,222.816,416.513,705.714
2434,0,-0.0284028,-0.0291255,0.0097727,223.173,418.289,708.742
2435,0,-0.0281648,-0.028944,0.0103728,223.576,420.222,711.79
2436,0,-0.0271064,-0.0288722,0.0100072,224.072,422.062,714.814
2437,0,-0.0288091,-0.0296973,0.0103087,224.343,423.878,717.899
2438,0,-0.0295219,-0.030212,0.0094927,224.756,425.762,721.024
2439,0,-0.0268324,-0.0288297,0.011502,225.257,427.718,724.066
2440,0,-0.0277088,-0.030317,0.00961903,225.705,429.554,727.302
2441,0,-0.0299885,-0.0309876,0.00918913,226.032,431.55,730.521
2442,0,-0.0248265,-0.0282786,0.0128169,226.574,433.424,733.633
2443,0,-0.028711,-0.0309459,0.0055105,227.087,435.231,736.977
2444,0,-0.0282568,-0.0309827,0.00492673,227.493,437.162,740.263
2445,0,-0.0238216,-0.0303007,0.00806979,228.029,439.086,743.483
2446,0,-0.0279743,-0.031437,0.0048066,228.364,441.175,746.92
2447,0,-0.0253443,-0.0315882,0.00583869,228.95,443.024,750.244
2448,0,-0.0292122,-0.0323035,0.00243173,229.179,445.079,753.773
2449,0,-0.0235086,-0.0309571,0.00476901,229.777,446.976,757.092
2450,0,-0.0232584,-0.0298129,0.00812276,230.117,448.979,760.53
2451,0,-0.025547,-0.0322885,0.00635964,230.412,451.012,764.153
2452,0,-0.0243716,-0.0317653,0.00472544,231.052,452.887,767.608
2453,0,-0.0245076,-0.0311845,0.00683014,231.31,455.041,771.174
2454,0,-0.0203446,-0.0299469,0.00731626,231.981,456.954,774.664
2455,0,-0.0246154,-0.0306922,0.00860412,232.089,459.061,778.365
2456,0,-0.0228414,-0.0319626,0.00525104,232.802,460.978,781.95
2457,0,-0.0238767,-0.0322174,0.00637788,233.233,463.008,785.582
2458,0,-0.0179422,-0.0297795,0.00737018,233.835,465.053,789.179
2459,0,-0.0221809,-0.0318177,0.00538778,234.211,467.026,792.916
2460,0,-0.0241155,-0.0314604,0.00683279,234.449,469.154,796.673
2461,0,-0.022653,-0.0307799,0.00482714,235.125,471.111,800.294
2462,0,-0.0213919,-0.0314468,0.00555817,235.632,473.177,804.023
2463,0,-0.0179155,-0.0294182,0.00844262,236.022,475.325,807.765
2464,0,-0.0224809,-0.0340726,0.00131717,236.685,477.191,811.522
2465,0,-0.0208815,-0.0325331,0.00280903,237.169,479.245,815.267
2466,0,-0.0210706,-0.0311242,0.00268337,237.551,481.358,819.023
2467,0,-0.0152622,-0.0303372,0.00707474,238.189,483.377,822.673
2468,0,-0.0180239,-0.030809,0.00627008,238.571,485.498,826.51
2469,0,-0.0196905,-0.0314073,0.00430045,238.99,487.52,830.323
2470,0,-0.0201858,-0.0294087,0.00923544,239.298,489.652,834.053
2471,0,-0.0207356,-0.0305504,0.00481117,239.894,491.711,837.915
2472,0,-0.0141268,-0.0295348,0.00844351,240.608,493.713,841.525
